Gene stable ID	Gene stable ID version	Human gene stable ID	Human gene name	Gene name	Gene description
ENSMUSG00000035049	ENSMUSG00000035049.5	ENSG00000052749	RRP12	Rrp12	ribosomal RNA processing 12 homolog [Source:MGI Symbol;Acc:MGI:2147437]
ENSMUSG00000026821	ENSMUSG00000026821.17	ENSG00000285245		Ralgds	ral guanine nucleotide dissociation stimulator [Source:MGI Symbol;Acc:MGI:107485]
ENSMUSG00000026821	ENSMUSG00000026821.17	ENSG00000160271	RALGDS	Ralgds	ral guanine nucleotide dissociation stimulator [Source:MGI Symbol;Acc:MGI:107485]
ENSMUSG00000028901	ENSMUSG00000028901.14	ENSG00000162419	GMEB1	Gmeb1	glucocorticoid modulatory element binding protein 1 [Source:MGI Symbol;Acc:MGI:2135604]
ENSMUSG00000036197	ENSMUSG00000036197.17	ENSG00000151233	GXYLT1	Gxylt1	glucoside xylosyltransferase 1 [Source:MGI Symbol;Acc:MGI:2684933]
ENSMUSG00000023341	ENSMUSG00000023341.16	ENSG00000157601	MX1	Mx2	MX dynamin-like GTPase 2 [Source:MGI Symbol;Acc:MGI:97244]
ENSMUSG00000032911	ENSMUSG00000032911.7	ENSG00000173546	CSPG4	Cspg4	chondroitin sulfate proteoglycan 4 [Source:MGI Symbol;Acc:MGI:2153093]
ENSMUSG00000084428	ENSMUSG00000084428.3	ENSG00000253048	RNU4-60P	Gm25102	predicted gene, 25102 [Source:MGI Symbol;Acc:MGI:5454879]
ENSMUSG00000021537	ENSMUSG00000021537.10	ENSG00000153140	CETN3	Cetn3	centrin 3 [Source:MGI Symbol;Acc:MGI:1097706]
ENSMUSG00000052837	ENSMUSG00000052837.8	ENSG00000171223	JUNB	Junb	jun B proto-oncogene [Source:MGI Symbol;Acc:MGI:96647]
ENSMUSG00000026219	ENSMUSG00000026219.15	ENSG00000153827	TRIP12	Trip12	thyroid hormone receptor interactor 12 [Source:MGI Symbol;Acc:MGI:1309481]
ENSMUSG00000031772	ENSMUSG00000031772.18	ENSG00000152910	CNTNAP4	Cntnap4	contactin associated protein-like 4 [Source:MGI Symbol;Acc:MGI:2183572]
ENSMUSG00000031772	ENSMUSG00000031772.18	ENSG00000287694		Cntnap4	contactin associated protein-like 4 [Source:MGI Symbol;Acc:MGI:2183572]
ENSMUSG00000011752	ENSMUSG00000011752.8	ENSG00000226784	PGAM4	Pgam1	phosphoglycerate mutase 1 [Source:MGI Symbol;Acc:MGI:97552]
ENSMUSG00000011752	ENSMUSG00000011752.8	ENSG00000171314	PGAM1	Pgam1	phosphoglycerate mutase 1 [Source:MGI Symbol;Acc:MGI:97552]
ENSMUSG00000032733	ENSMUSG00000032733.7	ENSG00000173548	SNX33	Snx33	sorting nexin 33 [Source:MGI Symbol;Acc:MGI:2443239]
ENSMUSG00000040354	ENSMUSG00000040354.15	ENSG00000166986	MARS1	Mars1	methionine-tRNA synthetase 1 [Source:MGI Symbol;Acc:MGI:1345633]
ENSMUSG00000034321	ENSMUSG00000034321.15	ENSG00000171311	EXOSC1	Exosc1	exosome component 1 [Source:MGI Symbol;Acc:MGI:1913833]
ENSMUSG00000024155	ENSMUSG00000024155.9	ENSG00000162039	MEIOB	Meiob	meiosis specific with OB domains [Source:MGI Symbol;Acc:MGI:1922428]
ENSMUSG00000032419	ENSMUSG00000032419.9	ENSG00000112837	TBX18	Tbx18	T-box18 [Source:MGI Symbol;Acc:MGI:1923615]
ENSMUSG00000028899	ENSMUSG00000028899.12	ENSG00000120656	TAF12	Taf12	TATA-box binding protein associated factor 12 [Source:MGI Symbol;Acc:MGI:1913714]
ENSMUSG00000000385	ENSMUSG00000000385.9	ENSG00000184012	TMPRSS2	Tmprss2	transmembrane protease, serine 2 [Source:MGI Symbol;Acc:MGI:1354381]
ENSMUSG00000021423	ENSMUSG00000021423.7	ENSG00000112799	LY86	Ly86	lymphocyte antigen 86 [Source:MGI Symbol;Acc:MGI:1321404]
ENSMUSG00000060780	ENSMUSG00000060780.3	ENSG00000162951	LRRTM1	Lrrtm1	leucine rich repeat transmembrane neuronal 1 [Source:MGI Symbol;Acc:MGI:2389173]
ENSMUSG00000089687	ENSMUSG00000089687.3	ENSG00000188060	RAB42	Rab42	RAB42, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:2441753]
ENSMUSG00000039759	ENSMUSG00000039759.11	ENSG00000041988	THAP3	Thap3	THAP domain containing, apoptosis associated protein 3 [Source:MGI Symbol;Acc:MGI:1917126]
ENSMUSG00000034837	ENSMUSG00000034837.13	ENSG00000114349	GNAT1	Gnat1	guanine nucleotide binding protein, alpha transducing 1 [Source:MGI Symbol;Acc:MGI:95778]
ENSMUSG00000000078	ENSMUSG00000000078.8	ENSG00000067082	KLF6	Klf6	Kruppel-like factor 6 [Source:MGI Symbol;Acc:MGI:1346318]
ENSMUSG00000025157	ENSMUSG00000025157.9	ENSG00000171307	ZDHHC16	Zdhhc16	zinc finger, DHHC domain containing 16 [Source:MGI Symbol;Acc:MGI:1921418]
ENSMUSG00000047777	ENSMUSG00000047777.10	ENSG00000116273	PHF13	Phf13	PHD finger protein 13 [Source:MGI Symbol;Acc:MGI:2446217]
ENSMUSG00000063870	ENSMUSG00000063870.13	ENSG00000111642	CHD4	Chd4	chromodomain helicase DNA binding protein 4 [Source:MGI Symbol;Acc:MGI:1344380]
ENSMUSG00000063870	ENSMUSG00000063870.13	ENSG00000285238		Chd4	chromodomain helicase DNA binding protein 4 [Source:MGI Symbol;Acc:MGI:1344380]
ENSMUSG00000024371	ENSMUSG00000024371.15	ENSG00000166278	C2	C2	complement component 2 (within H-2S) [Source:MGI Symbol;Acc:MGI:88226]
ENSMUSG00000021078	ENSMUSG00000021078.6	ENSG00000196860	TOMM20L	Tomm20l	translocase of outer mitochondrial membrane 20-like [Source:MGI Symbol;Acc:MGI:1922516]
ENSMUSG00002076356	ENSMUSG00002076356.1	ENSG00000252814	RN7SKP233	7SK	7SK RNA [Source:RFAM;Acc:RF00100]
ENSMUSG00000073700	ENSMUSG00000073700.4	ENSG00000162413	KLHL21	Klhl21	kelch-like 21 [Source:MGI Symbol;Acc:MGI:1919288]
ENSMUSG00000022634	ENSMUSG00000022634.10	ENSG00000015153	YAF2	Yaf2	YY1 associated factor 2 [Source:MGI Symbol;Acc:MGI:1914307]
ENSMUSG00000058145	ENSMUSG00000058145.17	ENSG00000140470	ADAMTS17	Adamts17	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 17 [Source:MGI Symbol;Acc:MGI:3588195]
ENSMUSG00000022867	ENSMUSG00000022867.12	ENSG00000155313	USP25	Usp25	ubiquitin specific peptidase 25 [Source:MGI Symbol;Acc:MGI:1353655]
ENSMUSG00000078908	ENSMUSG00000078908.11	ENSG00000103111	MON1B	Mon1b	MON1 homolog B, secretory traffciking associated [Source:MGI Symbol;Acc:MGI:1923231]
ENSMUSG00000047014	ENSMUSG00000047014.8	ENSG00000133962	CATSPERB	Catsperb	cation channel sperm associated auxiliary subunit beta [Source:MGI Symbol;Acc:MGI:2443988]
ENSMUSG00000105120	ENSMUSG00000105120.3	ENSG00000281516		Gm26413	predicted gene, 26413 [Source:MGI Symbol;Acc:MGI:5456190]
ENSMUSG00000105120	ENSMUSG00000105120.3	ENSG00000281394	SCARNA4	Gm26413	predicted gene, 26413 [Source:MGI Symbol;Acc:MGI:5456190]
ENSMUSG00000105120	ENSMUSG00000105120.3	ENSG00000280466	SCARNA4	Gm26413	predicted gene, 26413 [Source:MGI Symbol;Acc:MGI:5456190]
ENSMUSG00000035592	ENSMUSG00000035592.3	ENSG00000006059	KRT33A	Krt33a	keratin 33A [Source:MGI Symbol;Acc:MGI:1919138]
ENSMUSG00000033409	ENSMUSG00000033409.15	ENSG00000205078	SYCE1L	Syce1l	synaptonemal complex central element protein 1 like [Source:MGI Symbol;Acc:MGI:1922247]
ENSMUSG00000075551	ENSMUSG00000075551.5	ENSG00000106258	CYP3A5	Cyp3a41a	cytochrome P450, family 3, subfamily a, polypeptide 41A [Source:MGI Symbol;Acc:MGI:1858451]
ENSMUSG00000075551	ENSMUSG00000075551.5	ENSG00000282301	CYP3A7-CYP3A51P	Cyp3a41a	cytochrome P450, family 3, subfamily a, polypeptide 41A [Source:MGI Symbol;Acc:MGI:1858451]
ENSMUSG00000075551	ENSMUSG00000075551.5	ENSG00000160868	CYP3A4	Cyp3a41a	cytochrome P450, family 3, subfamily a, polypeptide 41A [Source:MGI Symbol;Acc:MGI:1858451]
ENSMUSG00000075551	ENSMUSG00000075551.5	ENSG00000160870	CYP3A7	Cyp3a41a	cytochrome P450, family 3, subfamily a, polypeptide 41A [Source:MGI Symbol;Acc:MGI:1858451]
ENSMUSG00000075551	ENSMUSG00000075551.5	ENSG00000021461	CYP3A43	Cyp3a41a	cytochrome P450, family 3, subfamily a, polypeptide 41A [Source:MGI Symbol;Acc:MGI:1858451]
ENSMUSG00000032288	ENSMUSG00000032288.10	ENSG00000177971	IMP3	Imp3	IMP3, U3 small nucleolar ribonucleoprotein [Source:MGI Symbol;Acc:MGI:1916119]
ENSMUSG00000010110	ENSMUSG00000010110.18	ENSG00000162236	STX5	Stx5a	syntaxin 5A [Source:MGI Symbol;Acc:MGI:1928483]
ENSMUSG00000088454	ENSMUSG00000088454.3	ENSG00000202341	RNU6-1051P	Gm26371	predicted gene, 26371 [Source:MGI Symbol;Acc:MGI:5456148]
ENSMUSG00002074894	ENSMUSG00002074894.1	ENSG00000281159			
ENSMUSG00000057723	ENSMUSG00000057723.4	ENSG00000006059	KRT33A	Krt33b	keratin 33B [Source:MGI Symbol;Acc:MGI:1309991]
ENSMUSG00000022635	ENSMUSG00000022635.10	ENSG00000139168	ZCRB1	Zcrb1	zinc finger CCHC-type and RNA binding motif 1 [Source:MGI Symbol;Acc:MGI:1914447]
ENSMUSG00000025877	ENSMUSG00000025877.15	ENSG00000160883	HK3	Hk3	hexokinase 3 [Source:MGI Symbol;Acc:MGI:2670962]
ENSMUSG00000055334	ENSMUSG00000055334.5	ENSG00000169371	SNUPN	Snupn	snurportin 1 [Source:MGI Symbol;Acc:MGI:1913319]
ENSMUSG00002075525	ENSMUSG00002075525.1	ENSG00000274582	SNORA16A	SNORA16A	small nucleolar RNA, H/ACA box 16A [Source:HGNC Symbol;Acc:HGNC:32605]
ENSMUSG00000065097	ENSMUSG00000065097.3	ENSG00000280498	SNORA16A	Snora16a	small nucleolar RNA, H/ACA box 16A [Source:MGI Symbol;Acc:MGI:4361141]
ENSMUSG00000065097	ENSMUSG00000065097.3	ENSG00000201467		Snora16a	small nucleolar RNA, H/ACA box 16A [Source:MGI Symbol;Acc:MGI:4361141]
ENSMUSG00000065097	ENSMUSG00000065097.3	ENSG00000201544	SNORA16B	Snora16a	small nucleolar RNA, H/ACA box 16A [Source:MGI Symbol;Acc:MGI:4361141]
ENSMUSG00000064604	ENSMUSG00000064604.3	ENSG00000273544	SNORA44	Snora44	small nucleolar RNA, H/ACA box 44 [Source:MGI Symbol;Acc:MGI:3819506]
ENSMUSG00000064949	ENSMUSG00000064949.3	ENSG00000278274	SNORA61	Snora61	small nucleolar RNA, H/ACA box 61 [Source:MGI Symbol;Acc:MGI:3819510]
ENSMUSG00000080615	ENSMUSG00000080615.3	ENSG00000221539	SNORD99	Snord99	small nucleolar RNA, C/D box 99 [Source:MGI Symbol;Acc:MGI:3819570]
ENSMUSG00000028952	ENSMUSG00000028952.13	ENSG00000204859	ZBTB48	Zbtb48	zinc finger and BTB domain containing 48 [Source:MGI Symbol;Acc:MGI:2140248]
ENSMUSG00000043999	ENSMUSG00000043999.7	ENSG00000119737	GPR75	Gpr75	G protein-coupled receptor 75 [Source:MGI Symbol;Acc:MGI:2441843]
ENSMUSG00000038822	ENSMUSG00000038822.16	ENSG00000085382	HACE1	Hace1	HECT domain and ankyrin repeat containing, E3 ubiquitin protein ligase 1 [Source:MGI Symbol;Acc:MGI:2446110]
ENSMUSG00000043485	ENSMUSG00000043485.3	ENSG00000131737	KRT34	Krt34	keratin 34 [Source:MGI Symbol;Acc:MGI:1309994]
ENSMUSG00000029111	ENSMUSG00000029111.8	ENSG00000185049	NELFA	Nelfa	negative elongation factor complex member A, Whsc2 [Source:MGI Symbol;Acc:MGI:1346098]
ENSMUSG00000046150	ENSMUSG00000046150.4	ENSG00000284609	OR8B3	Olfr918	olfactory receptor 918 [Source:MGI Symbol;Acc:MGI:3030752]
ENSMUSG00000046150	ENSMUSG00000046150.4	ENSG00000284680	OR8B2	Olfr918	olfactory receptor 918 [Source:MGI Symbol;Acc:MGI:3030752]
ENSMUSG00000048981	ENSMUSG00000048981.2	ENSG00000006059	KRT33A	Krt31	keratin 31 [Source:MGI Symbol;Acc:MGI:1309993]
ENSMUSG00000030689	ENSMUSG00000030689.16	ENSG00000169592	INO80E	Ino80e	INO80 complex subunit E [Source:MGI Symbol;Acc:MGI:2141881]
ENSMUSG00000032420	ENSMUSG00000032420.9	ENSG00000135318	NT5E	Nt5e	5' nucleotidase, ecto [Source:MGI Symbol;Acc:MGI:99782]
ENSMUSG00000005251	ENSMUSG00000005251.16	ENSG00000183421	RIPK4	Ripk4	receptor-interacting serine-threonine kinase 4 [Source:MGI Symbol;Acc:MGI:1919638]
ENSMUSG00000046095	ENSMUSG00000046095.6	ENSG00000108759	KRT32	Krt32	keratin 32 [Source:MGI Symbol;Acc:MGI:1309995]
ENSMUSG00000021079	ENSMUSG00000021079.17	ENSG00000100575	TIMM9	Timm9	translocase of inner mitochondrial membrane 9 [Source:MGI Symbol;Acc:MGI:1353436]
ENSMUSG00000003234	ENSMUSG00000003234.17	ENSG00000161204	ABCF3	Abcf3	ATP-binding cassette, sub-family F (GCN20), member 3 [Source:MGI Symbol;Acc:MGI:1351656]
ENSMUSG00000048013	ENSMUSG00000048013.10	ENSG00000197079	KRT35	Krt35	keratin 35 [Source:MGI Symbol;Acc:MGI:1858899]
ENSMUSG00000028950	ENSMUSG00000028950.4	ENSG00000173662	TAS1R1	Tas1r1	taste receptor, type 1, member 1 [Source:MGI Symbol;Acc:MGI:1927505]
ENSMUSG00000022285	ENSMUSG00000022285.18	ENSG00000164924	YWHAZ	Ywhaz	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide [Source:MGI Symbol;Acc:MGI:109484]
ENSMUSG00000053399	ENSMUSG00000053399.10	ENSG00000140873	ADAMTS18	Adamts18	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 18 [Source:MGI Symbol;Acc:MGI:2442600]
ENSMUSG00000032290	ENSMUSG00000032290.8	ENSG00000169410	PTPN9	Ptpn9	protein tyrosine phosphatase, non-receptor type 9 [Source:MGI Symbol;Acc:MGI:1928376]
ENSMUSG00000062184	ENSMUSG00000062184.12	ENSG00000171004	HS6ST2	Hs6st2	heparan sulfate 6-O-sulfotransferase 2 [Source:MGI Symbol;Acc:MGI:1354959]
ENSMUSG00000020840	ENSMUSG00000020840.11	ENSG00000108578	BLMH	Blmh	bleomycin hydrolase [Source:MGI Symbol;Acc:MGI:1345186]
ENSMUSG00000028898	ENSMUSG00000028898.16	ENSG00000180098	TRNAU1AP	Trnau1ap	tRNA selenocysteine 1 associated protein 1 [Source:MGI Symbol;Acc:MGI:1919037]
ENSMUSG00000054417	ENSMUSG00000054417.6	ENSG00000106258	CYP3A5	Cyp3a44	cytochrome P450, family 3, subfamily a, polypeptide 44 [Source:MGI Symbol;Acc:MGI:2449818]
ENSMUSG00000054417	ENSMUSG00000054417.6	ENSG00000282301	CYP3A7-CYP3A51P	Cyp3a44	cytochrome P450, family 3, subfamily a, polypeptide 44 [Source:MGI Symbol;Acc:MGI:2449818]
ENSMUSG00000054417	ENSMUSG00000054417.6	ENSG00000160868	CYP3A4	Cyp3a44	cytochrome P450, family 3, subfamily a, polypeptide 44 [Source:MGI Symbol;Acc:MGI:2449818]
ENSMUSG00000054417	ENSMUSG00000054417.6	ENSG00000160870	CYP3A7	Cyp3a44	cytochrome P450, family 3, subfamily a, polypeptide 44 [Source:MGI Symbol;Acc:MGI:2449818]
ENSMUSG00000054417	ENSMUSG00000054417.6	ENSG00000021461	CYP3A43	Cyp3a44	cytochrome P450, family 3, subfamily a, polypeptide 44 [Source:MGI Symbol;Acc:MGI:2449818]
ENSMUSG00000054814	ENSMUSG00000054814.15	ENSG00000109189	USP46	Usp46	ubiquitin specific peptidase 46 [Source:MGI Symbol;Acc:MGI:1916977]
ENSMUSG00000049823	ENSMUSG00000049823.10	ENSG00000204366	ZBTB12	Zbtb12	zinc finger and BTB domain containing 12 [Source:MGI Symbol;Acc:MGI:88133]
ENSMUSG00000020547	ENSMUSG00000020547.6	ENSG00000136261	BZW2	Bzw2	basic leucine zipper and W2 domains 2 [Source:MGI Symbol;Acc:MGI:1914162]
ENSMUSG00000024228	ENSMUSG00000024228.13	ENSG00000112874	NUDT12	Nudt12	nudix (nucleoside diphosphate linked moiety X)-type motif 12 [Source:MGI Symbol;Acc:MGI:1915243]
ENSMUSG00000023186	ENSMUSG00000023186.15	ENSG00000110002	VWA5A	Vwa5a	von Willebrand factor A domain containing 5A [Source:MGI Symbol;Acc:MGI:1915026]
ENSMUSG00000031118	ENSMUSG00000031118.9	ENSG00000124260	MAGEA10	Magea14	MAGE family member A14 [Source:MGI Symbol;Acc:MGI:1921529]
ENSMUSG00000040466	ENSMUSG00000040466.17	ENSG00000090013	BLVRB	Blvrb	biliverdin reductase B (flavin reductase (NADPH)) [Source:MGI Symbol;Acc:MGI:2385271]
ENSMUSG00000040990	ENSMUSG00000040990.18	ENSG00000147010	SH3KBP1	Sh3kbp1	SH3-domain kinase binding protein 1 [Source:MGI Symbol;Acc:MGI:1889583]
ENSMUSG00000062397	ENSMUSG00000062397.9	ENSG00000120963	ZNF706	Zfp706	zinc finger protein 706 [Source:MGI Symbol;Acc:MGI:1915286]
ENSMUSG00000049686	ENSMUSG00000049686.15	ENSG00000276045	ORAI1	Orai1	ORAI calcium release-activated calcium modulator 1 [Source:MGI Symbol;Acc:MGI:1925542]
ENSMUSG00000008193	ENSMUSG00000008193.14	ENSG00000142539		Spib	Spi-B transcription factor (Spi-1/PU.1 related) [Source:MGI Symbol;Acc:MGI:892986]
ENSMUSG00000008193	ENSMUSG00000008193.14	ENSG00000269404	SPIB	Spib	Spi-B transcription factor (Spi-1/PU.1 related) [Source:MGI Symbol;Acc:MGI:892986]
ENSMUSG00000064732	ENSMUSG00000064732.3	ENSG00000253000	RNU1-45P	Gm23447	predicted gene, 23447 [Source:MGI Symbol;Acc:MGI:5453224]
ENSMUSG00000052566	ENSMUSG00000052566.9	ENSG00000095066	HOOK2	Hook2	hook microtubule tethering protein 2 [Source:MGI Symbol;Acc:MGI:2181664]
ENSMUSG00002076265	ENSMUSG00002076265.1	ENSG00000252595	RN7SKP82	7SK	7SK RNA [Source:RFAM;Acc:RF00100]
ENSMUSG00000064570	ENSMUSG00000064570.3	ENSG00000277184	SNORA9	Gm25800	predicted gene, 25800 [Source:MGI Symbol;Acc:MGI:5455577]
ENSMUSG00000048915	ENSMUSG00000048915.13	ENSG00000184349	EFNA5	Efna5	ephrin A5 [Source:MGI Symbol;Acc:MGI:107444]
ENSMUSG00000020916	ENSMUSG00000020916.9	ENSG00000126337	KRT36	Krt36	keratin 36 [Source:MGI Symbol;Acc:MGI:109364]
ENSMUSG00000118904	ENSMUSG00000118904.1	ENSG00000206866	RNU6-187P	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]
ENSMUSG00000073633	ENSMUSG00000073633.10	ENSG00000153832	FBXO36	Fbxo36	F-box protein 36 [Source:MGI Symbol;Acc:MGI:1289192]
ENSMUSG00000055200	ENSMUSG00000055200.8	ENSG00000167565	SERTAD3	Sertad3	SERTA domain containing 3 [Source:MGI Symbol;Acc:MGI:2180697]
ENSMUSG00000028559	ENSMUSG00000028559.18	ENSG00000117859	OSBPL9	Osbpl9	oxysterol binding protein-like 9 [Source:MGI Symbol;Acc:MGI:1923784]
ENSMUSG00000022286	ENSMUSG00000022286.17	ENSG00000083307	GRHL2	Grhl2	grainyhead like transcription factor 2 [Source:MGI Symbol;Acc:MGI:2182543]
ENSMUSG00000093355	ENSMUSG00000093355.3	ENSG00000252236		Snora26	small nucleolar RNA, H/ACA box 26 [Source:MGI Symbol;Acc:MGI:3819495]
ENSMUSG00002076715	ENSMUSG00002076715.1	ENSG00000272237			
ENSMUSG00002076715	ENSMUSG00002076715.1	ENSG00000200536			
ENSMUSG00000042606	ENSMUSG00000042606.10	ENSG00000149929	HIRIP3	Hirip3	HIRA interacting protein 3 [Source:MGI Symbol;Acc:MGI:2142364]
ENSMUSG00000070858	ENSMUSG00000070858.13	ENSG00000243449	C4orf48	Gm1673	predicted gene 1673 [Source:MGI Symbol;Acc:MGI:2686519]
ENSMUSG00000024158	ENSMUSG00000024158.18	ENSG00000063854	HAGH	Hagh	hydroxyacyl glutathione hydrolase [Source:MGI Symbol;Acc:MGI:95745]
ENSMUSG00002075624	ENSMUSG00002075624.1	ENSG00000200745	RNU1-31P	U1	U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]
ENSMUSG00000020305	ENSMUSG00000020305.14	ENSG00000115239	ASB3	Asb3	ankyrin repeat and SOCS box-containing 3 [Source:MGI Symbol;Acc:MGI:1929749]
ENSMUSG00000040345	ENSMUSG00000040345.11	ENSG00000123329	ARHGAP9	Arhgap9	Rho GTPase activating protein 9 [Source:MGI Symbol;Acc:MGI:2143764]
ENSMUSG00000026220	ENSMUSG00000026220.7	ENSG00000163053	SLC16A14	Slc16a14	solute carrier family 16 (monocarboxylic acid transporters), member 14 [Source:MGI Symbol;Acc:MGI:1919031]
ENSMUSG00000025816	ENSMUSG00000025816.16	ENSG00000065665	SEC61A2	Sec61a2	Sec61, alpha subunit 2 (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1931071]
ENSMUSG00000008384	ENSMUSG00000008384.9	ENSG00000197019	SERTAD1	Sertad1	SERTA domain containing 1 [Source:MGI Symbol;Acc:MGI:1913438]
ENSMUSG00000052833	ENSMUSG00000052833.10	ENSG00000142230	SAE1	Sae1	SUMO1 activating enzyme subunit 1 [Source:MGI Symbol;Acc:MGI:1929264]
ENSMUSG00000036188	ENSMUSG00000036188.5	ENSG00000106524	ANKMY2	Ankmy2	ankyrin repeat and MYND domain containing 2 [Source:MGI Symbol;Acc:MGI:2144755]
ENSMUSG00000026104	ENSMUSG00000026104.15	ENSG00000115415	STAT1	Stat1	signal transducer and activator of transcription 1 [Source:MGI Symbol;Acc:MGI:103063]
ENSMUSG00000056035	ENSMUSG00000056035.9	ENSG00000106258	CYP3A5	Cyp3a11	cytochrome P450, family 3, subfamily a, polypeptide 11 [Source:MGI Symbol;Acc:MGI:88609]
ENSMUSG00000056035	ENSMUSG00000056035.9	ENSG00000282301	CYP3A7-CYP3A51P	Cyp3a11	cytochrome P450, family 3, subfamily a, polypeptide 11 [Source:MGI Symbol;Acc:MGI:88609]
ENSMUSG00000056035	ENSMUSG00000056035.9	ENSG00000160868	CYP3A4	Cyp3a11	cytochrome P450, family 3, subfamily a, polypeptide 11 [Source:MGI Symbol;Acc:MGI:88609]
ENSMUSG00000056035	ENSMUSG00000056035.9	ENSG00000160870	CYP3A7	Cyp3a11	cytochrome P450, family 3, subfamily a, polypeptide 11 [Source:MGI Symbol;Acc:MGI:88609]
ENSMUSG00000056035	ENSMUSG00000056035.9	ENSG00000021461	CYP3A43	Cyp3a11	cytochrome P450, family 3, subfamily a, polypeptide 11 [Source:MGI Symbol;Acc:MGI:88609]
ENSMUSG00000010097	ENSMUSG00000010097.16	ENSG00000162231	NXF1	Nxf1	nuclear RNA export factor 1 [Source:MGI Symbol;Acc:MGI:1858330]
ENSMUSG00000021187	ENSMUSG00000021187.15	ENSG00000165929	TC2N	Tc2n	tandem C2 domains, nuclear [Source:MGI Symbol;Acc:MGI:1921663]
ENSMUSG00000040234	ENSMUSG00000040234.17	ENSG00000064115	TM7SF3	Tm7sf3	transmembrane 7 superfamily member 3 [Source:MGI Symbol;Acc:MGI:1914873]
ENSMUSG00000049907	ENSMUSG00000049907.9	ENSG00000128045	RASL11B	Rasl11b	RAS-like, family 11, member B [Source:MGI Symbol;Acc:MGI:1916189]
ENSMUSG00000034684	ENSMUSG00000034684.13	ENSG00000001617	SEMA3F	Sema3f	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3F [Source:MGI Symbol;Acc:MGI:1096347]
ENSMUSG00000027282	ENSMUSG00000027282.18	ENSG00000109919	MTCH2	Mtch2	mitochondrial carrier 2 [Source:MGI Symbol;Acc:MGI:1929260]
ENSMUSG00000048142	ENSMUSG00000048142.10	ENSG00000185818	NAT8L	Nat8l	N-acetyltransferase 8-like [Source:MGI Symbol;Acc:MGI:2447776]
ENSMUSG00000054146	ENSMUSG00000054146.9	ENSG00000171346	KRT15	Krt15	keratin 15 [Source:MGI Symbol;Acc:MGI:96689]
ENSMUSG00000043831	ENSMUSG00000043831.13	ENSG00000183060	LYSMD4	Lysmd4	LysM, putative peptidoglycan-binding, domain containing 4 [Source:MGI Symbol;Acc:MGI:1922349]
ENSMUSG00000029477	ENSMUSG00000029477.15	ENSG00000139714	MORN3	Morn3	MORN repeat containing 3 [Source:MGI Symbol;Acc:MGI:1922140]
ENSMUSG00000025878	ENSMUSG00000025878.17	ENSG00000087206	UIMC1	Uimc1	ubiquitin interaction motif containing 1 [Source:MGI Symbol;Acc:MGI:103185]
ENSMUSG00000005897	ENSMUSG00000005897.15	ENSG00000120798	NR2C1	Nr2c1	nuclear receptor subfamily 2, group C, member 1 [Source:MGI Symbol;Acc:MGI:1352465]
ENSMUSG00000020911	ENSMUSG00000020911.15	ENSG00000171345	KRT19	Krt19	keratin 19 [Source:MGI Symbol;Acc:MGI:96693]
ENSMUSG00000034037	ENSMUSG00000034037.15	ENSG00000154783	FGD5	Fgd5	FYVE, RhoGEF and PH domain containing 5 [Source:MGI Symbol;Acc:MGI:2443369]
ENSMUSG00000030562	ENSMUSG00000030562.18	ENSG00000086991	NOX4	Nox4	NADPH oxidase 4 [Source:MGI Symbol;Acc:MGI:1354184]
ENSMUSG00000020838	ENSMUSG00000020838.13	ENSG00000108576	SLC6A4	Slc6a4	solute carrier family 6 (neurotransmitter transporter, serotonin), member 4 [Source:MGI Symbol;Acc:MGI:96285]
ENSMUSG00000014039	ENSMUSG00000014039.19	ENSG00000141956	PRDM15	Prdm15	PR domain containing 15 [Source:MGI Symbol;Acc:MGI:1930121]
ENSMUSG00000045316	ENSMUSG00000045316.6	ENSG00000180185	FAHD1	Fahd1	fumarylacetoacetate hydrolase domain containing 1 [Source:MGI Symbol;Acc:MGI:1915886]
ENSMUSG00000046070	ENSMUSG00000046070.10	ENSG00000099769	IGFALS	Igfals	insulin-like growth factor binding protein, acid labile subunit [Source:MGI Symbol;Acc:MGI:107973]
ENSMUSG00000029276	ENSMUSG00000029276.14	ENSG00000174842	GLMN	Glmn	glomulin, FKBP associated protein [Source:MGI Symbol;Acc:MGI:2141180]
ENSMUSG00000023965	ENSMUSG00000023965.14	ENSG00000145743	FBXL17	Fbxl17	F-box and leucine-rich repeat protein 17 [Source:MGI Symbol;Acc:MGI:1354704]
ENSMUSG00000031537	ENSMUSG00000031537.16	ENSG00000104365	IKBKB	Ikbkb	inhibitor of kappaB kinase beta [Source:MGI Symbol;Acc:MGI:1338071]
ENSMUSG00000036169	ENSMUSG00000036169.7	ENSG00000171243	SOSTDC1	Sostdc1	sclerostin domain containing 1 [Source:MGI Symbol;Acc:MGI:1913292]
ENSMUSG00000051617	ENSMUSG00000051617.4	ENSG00000171403	KRT9	Krt9	keratin 9 [Source:MGI Symbol;Acc:MGI:96696]
